Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2017,70.22,"Census Tract 2948.30, Los Angeles County, California",294830,Wilmington,1400000US06037294830,"(33.772277, -118.2673985)",Asthma_Related_ER_Visits_2017_1400000US06037294830,01/01/2017,150,150,149,146,147,269,76,76,858,305,269,5,269,5,858,269
Health,Asthma,Asthma-Related ER Visits,2017,62.41,"Census Tract 5315.04, Los Angeles County, California",531504,East Los Angeles,1400000US06037531504,"(34.027883, -118.167411)",Asthma_Related_ER_Visits_2017_1400000US06037531504,01/01/2017,43,43,42,41,41,69,,,1693,220,73,4,73,4,1693,73
Health,Asthma,Asthma-Related ER Visits,2017,95.94,"Census Tract 1193.40, Los Angeles County, California",119340,Panorama City,1400000US06037119340,"(34.2336085, -118.4518995)",Asthma_Related_ER_Visits_2017_1400000US06037119340,01/01/2017,179,179,179,177,183,172,76,76,733,305,174,9,174,9,733,174
Health,Asthma,Asthma-Related ER Visits,2017,40.05,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,1400000US06037406902,"(34.056693, -117.964561)",Asthma_Related_ER_Visits_2017_1400000US06037406902,01/01/2017,32,32,34,33,33,262,,,671,330,262,10,262,10,671,262
Health,Asthma,Asthma-Related ER Visits,2017,34.89,"Census Tract 1816, Los Angeles County, California",181600,Eagle Rock,1400000US06037181600,"(34.1295685, -118.210156)",Asthma_Related_ER_Visits_2017_1400000US06037181600,01/01/2017,149,149,157,154,154,65,76,76,1194,305,68,6,68,6,1194,68
Health,Asthma,Asthma-Related ER Visits,2017,70.64,"Census Tract 1241.03, Los Angeles County, California",124103,North Hollywood,1400000US06037124103,"(34.1884915, -118.3834125)",Asthma_Related_ER_Visits_2017_1400000US06037124103,01/01/2017,112,114,115,112,114,160,76,76,2221,305,166,9,166,9,2221,166
Health,Asthma,Asthma-Related ER Visits,2017,19.89,"Census Tract 1375.04, Los Angeles County, California",137504,Woodland Hills,1400000US06037137504,"(34.14705, -118.571596)",Asthma_Related_ER_Visits_2017_1400000US06037137504,01/01/2017,259,259,260,261,260,272,76,76,1568,305,272,9,272,9,1568,272
Health,Asthma,Asthma-Related ER Visits,2017,63.52,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,1400000US06037226420,"(34.021775, -118.2569205)",Asthma_Related_ER_Visits_2017_1400000US06037226420,01/01/2017,99,100,102,100,100,55,76,76,1207,305,112,12,112,12,1207,112
Health,Asthma,Asthma-Related ER Visits,2017,13.51,"Census Tract 2653.04, Los Angeles County, California",265304,Westwood,1400000US06037265304,"(34.0674805, -118.451101)",Asthma_Related_ER_Visits_2017_1400000US06037265304,01/01/2017,111,113,114,111,113,265,76,76,2000,305,265,16,265,16,2000,265
Health,Asthma,Asthma-Related ER Visits,2017,53.15,"Census Tract 4041, Los Angeles County, California",404100,Citrus,1400000US06037404100,"(34.1141825, -117.8948275)",Asthma_Related_ER_Visits_2017_1400000US06037404100,01/01/2017,2,2,2,2,2,48,,,311,171,51,10,51,10,311,51
Health,Asthma,Asthma-Related ER Visits,2017,47.02,"Census Tract 5337.02, Los Angeles County, California",533702,Maywood,1400000US06037533702,"(33.983567, -118.1827375)",Asthma_Related_ER_Visits_2017_1400000US06037533702,01/01/2017,47,47,47,46,46,132,27,27,1704,256,153,14,153,14,1704,153
Health,Asthma,Asthma-Related ER Visits,2017,36.36,"Census Tract 1993, Los Angeles County, California",199300,Montecito Heights,1400000US06037199300,"(34.0915875, -118.2007585)",Asthma_Related_ER_Visits_2017_1400000US06037199300,01/01/2017,170,170,171,168,175,154,76,76,1861,305,161,6,161,6,1861,161
Health,Asthma,Asthma-Related ER Visits,2017,110.04,"Census Tract 2352.02, Los Angeles County, California",235202,Hyde Park,1400000US06037235202,"(33.972711, -118.3308415)",Asthma_Related_ER_Visits_2017_1400000US06037235202,01/01/2017,82,72,89,88,88,110,76,76,1248,305,117,12,117,12,1248,117
Health,Asthma,Asthma-Related ER Visits,2017,25.33,"Census Tract 4631.02, Los Angeles County, California",463102,Pasadena,1400000US06037463102,"(34.137723, -118.083735)",Asthma_Related_ER_Visits_2017_1400000US06037463102,01/01/2017,251,251,252,250,254,175,,,2338,185,183,15,183,15,2338,183
Health,Asthma,Asthma-Related ER Visits,2017,34.06,"Census Tract 2702, Los Angeles County, California",270200,Mid-City,1400000US06037270200,"(34.0329455, -118.380005)",Asthma_Related_ER_Visits_2017_1400000US06037270200,01/01/2017,232,232,232,210,233,148,76,76,99,305,154,3,154,3,99,154
Health,Asthma,Asthma-Related ER Visits,2017,67.78,"Census Tract 5010.02, Los Angeles County, California",501002,West Whittier-Los Nietos,1400000US06037501002,"(33.982215, -118.0614895)",Asthma_Related_ER_Visits_2017_1400000US06037501002,01/01/2017,22,22,21,21,21,264,,,125,295,264,14,264,14,125,264
Health,Asthma,Asthma-Related ER Visits,2017,18.88,"Census Tract 4640, Los Angeles County, California",464000,Pasadena,1400000US06037464000,"(34.126583, -118.1390375)",Asthma_Related_ER_Visits_2017_1400000US06037464000,01/01/2017,251,251,252,250,254,175,41,41,1162,159,183,15,183,15,1162,183
Health,Asthma,Asthma-Related ER Visits,2017,27.03,"Census Tract 2695, Los Angeles County, California",269500,Beverlywood,1400000US06037269500,"(34.0419315, -118.3933555)",Asthma_Related_ER_Visits_2017_1400000US06037269500,01/01/2017,42,42,49,48,48,30,76,76,2248,305,31,16,31,16,2248,31
Health,Asthma,Asthma-Related ER Visits,2014,25.869911,"Census Tract 9200.37, Los Angeles County, California",920037,Santa Clarita,1400000US06037920037,"(34.4144835, -118.4485455)",Asthma_Related_ER_Visits_2014_1400000US06037920037,01/01/2014,269,269,271,269,268,201,81,81,1378,174,209,8,209,8,1378,209
Health,Asthma,Asthma-Related ER Visits,2017,75.99,"Census Tract 1325.01, Los Angeles County, California",132501,Reseda,1400000US06037132501,"(34.197466, -118.548712)",Asthma_Related_ER_Visits_2017_1400000US06037132501,01/01/2017,180,180,30,179,172,186,76,76,526,305,190,9,190,9,526,190
Health,Asthma,Asthma-Related ER Visits,2017,61.92,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,1400000US06037209102,"(34.05566, -118.2674565)",Asthma_Related_ER_Visits_2017_1400000US06037209102,01/01/2017,166,166,167,164,170,258,76,76,1117,305,258,3,258,3,1117,258
Health,Asthma,Asthma-Related ER Visits,2017,40.98,"Census Tract 4037.21, Los Angeles County, California",403721,Covina,1400000US06037403721,"(34.0957595, -117.8769905)",Asthma_Related_ER_Visits_2017_1400000US06037403721,01/01/2017,4,4,4,4,4,56,42,42,2,271,58,10,58,10,2,58
Health,Asthma,Asthma-Related ER Visits,2017,19.77,"Census Tract 4809.01, Los Angeles County, California",480901,Alhambra,1400000US06037480901,"(34.086204, -118.139781)",Asthma_Related_ER_Visits_2017_1400000US06037480901,01/01/2017,160,160,162,160,165,5,30,30,437,263,5,10,5,10,437,5
Health,Asthma,Asthma-Related ER Visits,2017,34.59,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,1400000US06037214902,"(34.073012, -118.379762)",Asthma_Related_ER_Visits_2017_1400000US06037214902,01/01/2017,39,39,39,38,38,28,76,76,1128,305,27,3,27,3,1128,27
Health,Asthma,Asthma-Related ER Visits,2017,95.19,"Census Tract 5324, Los Angeles County, California",532400,Vernon,1400000US06037532400,"(33.999365, -118.205749)",Asthma_Related_ER_Visits_2017_1400000US06037532400,01/01/2017,138,138,135,132,136,245,11,11,1966,214,248,14,248,14,1966,248
Health,Asthma,Asthma-Related ER Visits,2017,25.11,"Census Tract 4813, Los Angeles County, California",481300,Rosemead,1400000US06037481300,"(34.0764075, -118.082131)",Asthma_Related_ER_Visits_2017_1400000US06037481300,01/01/2017,191,191,190,188,194,191,68,68,1351,328,196,10,196,10,1351,196
Health,Asthma,Asthma-Related ER Visits,2014,14.687488,"Census Tract 7008.01, Los Angeles County, California",700801,Beverly Hills,1400000US06037700801,"(34.0741065, -118.400005)",Asthma_Related_ER_Visits_2014_1400000US06037700801,01/01/2014,109,111,112,109,111,29,31,31,280,264,30,16,30,16,280,30
Health,Asthma,Asthma-Related ER Visits,2017,98.74,"Census Tract 1278.04, Los Angeles County, California",127804,Van Nuys,1400000US06037127804,"(34.197493, -118.461823)",Asthma_Related_ER_Visits_2017_1400000US06037127804,01/01/2017,21,21,32,31,31,239,76,76,525,305,244,9,244,9,525,244
Health,Asthma,Asthma-Related ER Visits,2017,59.49,"Census Tract 2920, Los Angeles County, California",292000,Harbor Gateway,1400000US06037292000,"(33.847758, -118.297202)",Asthma_Related_ER_Visits_2017_1400000US06037292000,01/01/2017,50,50,52,51,51,97,,,854,17,101,5,101,5,854,101
Health,Asthma,Asthma-Related ER Visits,2017,41.27,"Census Tract 3004, Los Angeles County, California",300400,Glendale,1400000US06037300400,"(34.228257, -118.25731)",Asthma_Related_ER_Visits_2017_1400000US06037300400,01/01/2017,214,214,216,220,220,86,38,38,517,15,92,15,92,15,517,92
Health,Asthma,Asthma-Related ER Visits,2017,51.15,"Census Tract 2319, Los Angeles County, California",231900,South Park,1400000US06037231900,"(33.9996995, -118.277466)",Asthma_Related_ER_Visits_2017_1400000US06037231900,01/01/2017,177,177,177,175,181,215,76,76,1839,305,219,12,219,12,1839,219
Health,Asthma,Asthma-Related ER Visits,2017,58.23,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,1400000US06037221601,"(34.034833, -118.2959055)",Asthma_Related_ER_Visits_2017_1400000US06037221601,01/01/2017,127,127,129,126,130,2,76,76,1922,305,2,12,2,12,1922,2
Health,Asthma,Asthma-Related ER Visits,2017,41.68,"Census Tract 2311, Los Angeles County, California",231100,Historic South-Central,1400000US06037231100,"(34.016069, -118.2760825)",Asthma_Related_ER_Visits_2017_1400000US06037231100,01/01/2017,99,100,102,100,100,55,76,76,370,305,112,12,112,12,370,112
Health,Asthma,Asthma-Related ER Visits,2017,52.49,"Census Tract 5332.02, Los Angeles County, California",533202,Huntington Park,1400000US06037533202,"(33.978495, -118.2088)",Asthma_Related_ER_Visits_2017_1400000US06037533202,01/01/2017,40,40,40,39,39,109,26,26,645,192,116,14,116,14,645,116
Health,Asthma,Asthma-Related ER Visits,2017,13.57,"Census Tract 2643.01, Los Angeles County, California",264301,Brentwood,1400000US06037264301,"(34.0503875, -118.464617)",Asthma_Related_ER_Visits_2017_1400000US06037264301,01/01/2017,64,65,64,63,63,31,76,76,476,305,34,16,34,16,476,34
Health,Asthma,Asthma-Related ER Visits,2017,67.84999999999999,"Census Tract 5015.03, Los Angeles County, California",501503,Whittier,1400000US06037501503,"(33.986326, -118.0361225)",Asthma_Related_ER_Visits_2017_1400000US06037501503,01/01/2017,23,23,22,22,22,266,80,80,442,160,266,10,266,10,442,266
Health,Asthma,Asthma-Related ER Visits,2017,17.4,"Census Tract 1417, Los Angeles County, California",141700,Sherman Oaks,1400000US06037141700,"(34.1379545, -118.4378355)",Asthma_Related_ER_Visits_2017_1400000US06037141700,01/01/2017,264,264,264,264,264,206,76,76,1588,305,211,9,211,9,1588,211
Health,Asthma,Asthma-Related ER Visits,2017,34.34,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,1400000US06037211922,"(34.067223, -118.295398)",Asthma_Related_ER_Visits_2017_1400000US06037211922,01/01/2017,188,188,187,185,191,115,76,76,1122,305,29,3,29,3,1122,29
Health,Asthma,Asthma-Related ER Visits,2017,54.52,"Census Tract 1041.08, Los Angeles County, California",104108,Pacoima,1400000US06037104108,"(34.271671, -118.397614)",Asthma_Related_ER_Visits_2017_1400000US06037104108,01/01/2017,97,98,100,98,98,167,76,76,2005,305,172,9,172,9,2005,172
Health,Asthma,Asthma-Related ER Visits,2017,83.41,"Census Tract 4027.05, Los Angeles County, California",402705,Pomona,1400000US06037402705,"(34.0712185, -117.731491)",Asthma_Related_ER_Visits_2017_1400000US06037402705,01/01/2017,48,48,48,47,47,178,66,66,1280,324,184,7,184,7,1280,184
Health,Asthma,Asthma-Related ER Visits,2014,69.555618,"Census Tract 6013.01, Los Angeles County, California",601301,Inglewood,1400000US06037601301,"(33.9789525, -118.3639195)",Asthma_Related_ER_Visits_2014_1400000US06037601301,01/01/2014,8,8,8,8,8,112,25,25,2290,253,118,13,118,13,2290,118
Health,Asthma,Asthma-Related ER Visits,2017,38.43,"Census Tract 4066.02, Los Angeles County, California",406602,West Covina,1400000US06037406602,"(34.0548195, -117.934636)",Asthma_Related_ER_Visits_2017_1400000US06037406602,01/01/2017,211,211,212,216,217,255,64,64,1654,322,255,10,255,10,1654,255
Health,Asthma,Asthma-Related ER Visits,2017,31.3,"Census Tract 3107.02, Los Angeles County, California",310702,Burbank,1400000US06037310702,"(34.181163, -118.306755)",Asthma_Related_ER_Visits_2017_1400000US06037310702,01/01/2017,182,182,181,181,185,33,36,36,1493,266,28,9,28,9,1493,28
Health,Asthma,Asthma-Related ER Visits,2017,63.52,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Asthma_Related_ER_Visits_2017_1400000US06037228310,01/01/2017,99,100,102,100,100,55,76,76,662,305,112,12,112,12,662,112
Health,Asthma,Asthma-Related ER Visits,2014,24.520688,"Census Tract 7028.03, Los Angeles County, California",702803,Culver City,1400000US06037702803,"(33.995268, -118.4328335)",Asthma_Related_ER_Visits_2014_1400000US06037702803,01/01/2014,268,268,269,265,269,58,33,33,2279,239,60,16,60,16,2279,60
Health,Asthma,Asthma-Related ER Visits,2017,33.95,"Census Tract 4310.01, Los Angeles County, California",431001,Monrovia,1400000US06037431001,"(34.148164, -118.0057195)",Asthma_Related_ER_Visits_2017_1400000US06037431001,01/01/2017,13,13,13,13,13,151,18,18,376,234,159,10,159,10,376,159
Health,Asthma,Asthma-Related ER Visits,2017,43.71,"Census Tract 4040, Los Angeles County, California",404000,Azusa,1400000US06037404000,"(34.114029, -117.8858165)",Asthma_Related_ER_Visits_2017_1400000US06037404000,01/01/2017,77,79,79,78,78,18,13,13,691,230,17,10,17,10,691,17
Health,Asthma,Asthma-Related ER Visits,2017,56.69,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,1400000US06037213402,"(34.0498995, -118.28787)",Asthma_Related_ER_Visits_2017_1400000US06037213402,01/01/2017,192,192,191,190,195,168,76,76,2291,305,181,3,181,3,2291,181
Health,Asthma,Asthma-Related ER Visits,2017,43.41,"Census Tract 1012.10, Los Angeles County, California",101210,Tujunga,1400000US06037101210,"(34.251998, -118.2926875)",Asthma_Related_ER_Visits_2017_1400000US06037101210,01/01/2017,148,148,148,145,145,232,76,76,199,305,236,15,236,15,199,236
Health,Asthma,Asthma-Related ER Visits,2017,52.41,"Census Tract 5028.02, Los Angeles County, California",502802,Santa Fe Springs,1400000US06037502802,"(33.9311015, -118.0697865)",Asthma_Related_ER_Visits_2017_1400000US06037502802,01/01/2017,155,155,154,151,152,202,85,85,1047,297,198,14,198,14,1047,198
Health,Asthma,Asthma-Related ER Visits,2014,56.786664,"Census Tract 6033.02, Los Angeles County, California",603302,Gardena,1400000US06037603302,"(33.877386, -118.306193)",Asthma_Related_ER_Visits_2014_1400000US06037603302,01/01/2014,17,17,98,96,67,84,71,71,922,300,88,13,88,13,922,88
Health,Asthma,Asthma-Related ER Visits,2017,118.01,"Census Tract 2348, Los Angeles County, California",234800,Hyde Park,1400000US06037234800,"(33.9818325, -118.3220865)",Asthma_Related_ER_Visits_2017_1400000US06037234800,01/01/2017,82,72,89,88,88,110,76,76,1246,305,117,12,117,12,1246,117
Health,Asthma,Asthma-Related ER Visits,2017,63.26,"Census Tract 4339.01, Los Angeles County, California",433901,El Monte,1400000US06037433901,"(34.058593, -118.019927)",Asthma_Related_ER_Visits_2017_1400000US06037433901,01/01/2017,123,123,126,123,127,73,65,65,2189,323,77,10,77,10,2189,77
Health,Asthma,Asthma-Related ER Visits,2014,19.905756,"Census Tract 9203.39, Los Angeles County, California",920339,Unincorporated Santa Susana Mountains,1400000US06037920339,"(34.4151555, -118.6238155)",Asthma_Related_ER_Visits_2014_1400000US06037920339,01/01/2014,119,119,125,122,126,238,,,1413,221,246,8,246,8,1413,246
Health,Asthma,Asthma-Related ER Visits,2014,21.09402,"Census Tract 7016.01, Los Angeles County, California",701601,Santa Monica,1400000US06037701601,"(34.0389605, -118.479277)",Asthma_Related_ER_Visits_2014_1400000US06037701601,01/01/2014,178,178,178,176,182,203,28,28,2040,215,201,16,201,16,2040,201
Health,Asthma,Asthma-Related ER Visits,2017,49.9,"Census Tract 1253.10, Los Angeles County, California",125310,North Hollywood,1400000US06037125310,"(34.1685345, -118.3668635)",Asthma_Related_ER_Visits_2017_1400000US06037125310,01/01/2017,112,114,115,112,114,160,76,76,2222,305,166,9,166,9,2222,166
Health,Asthma,Asthma-Related ER Visits,2014,13.946499,"Census Tract 6704.13, Los Angeles County, California",670413,Rancho Palos Verdes,1400000US06037670413,"(33.771989, -118.397256)",Asthma_Related_ER_Visits_2014_1400000US06037670413,01/01/2014,245,245,246,248,248,184,53,53,458,272,192,13,192,13,458,192
Health,Asthma,Asthma-Related ER Visits,2017,49.93,"Census Tract 1990, Los Angeles County, California",199000,Lincoln Heights,1400000US06037199000,"(34.081284, -118.21934)",Asthma_Related_ER_Visits_2017_1400000US06037199000,01/01/2017,120,120,122,120,122,134,76,76,2317,305,141,4,141,4,2317,141
Health,Asthma,Asthma-Related ER Visits,2017,74.19,"Census Tract 1276.05, Los Angeles County, California",127605,Van Nuys,1400000US06037127605,"(34.1902705, -118.485831)",Asthma_Related_ER_Visits_2017_1400000US06037127605,01/01/2017,21,21,32,31,31,239,76,76,745,305,244,9,244,9,745,244
Health,Asthma,Asthma-Related ER Visits,2017,33.14,"Census Tract 4625, Los Angeles County, California",462500,Pasadena,1400000US06037462500,"(34.1667025, -118.1045445)",Asthma_Related_ER_Visits_2017_1400000US06037462500,01/01/2017,251,251,252,250,254,175,41,41,2093,159,183,15,183,15,2093,183
Health,Asthma,Asthma-Related ER Visits,2017,51.93,"Census Tract 1891.01, Los Angeles County, California",189101,Los Feliz,1400000US06037189101,"(34.1047355, -118.2885045)",Asthma_Related_ER_Visits_2017_1400000US06037189101,01/01/2017,221,221,224,229,228,140,76,76,502,305,146,3,146,3,502,146
Health,Asthma,Asthma-Related ER Visits,2017,73.79000000000001,"Census Tract 1048.21, Los Angeles County, California",104821,Pacoima,1400000US06037104821,"(34.2465705, -118.416294)",Asthma_Related_ER_Visits_2017_1400000US06037104821,01/01/2017,97,98,100,98,98,167,76,76,1230,305,172,9,172,9,1230,172
Health,Asthma,Asthma-Related ER Visits,2017,92.31999999999999,"Census Tract 2317.10, Los Angeles County, California",231710,Vermont Square,1400000US06037231710,"(34.007373, -118.2893345)",Asthma_Related_ER_Visits_2017_1400000US06037231710,01/01/2017,31,31,44,43,43,243,76,76,549,305,82,12,82,12,549,82
Health,Asthma,Asthma-Related ER Visits,2017,74.68000000000001,"Census Tract 1171.01, Los Angeles County, California",117101,North Hills,1400000US06037117101,"(34.2391215, -118.4617905)",Asthma_Related_ER_Visits_2017_1400000US06037117101,01/01/2017,67,75,73,72,72,159,76,76,291,305,165,9,165,9,291,165
Health,Asthma,Asthma-Related ER Visits,2017,30.38,"Census Tract 2123.06, Los Angeles County, California",212306,Koreatown,1400000US06037212306,"(34.0561295, -118.2940735)",Asthma_Related_ER_Visits_2017_1400000US06037212306,01/01/2017,188,188,187,185,191,115,76,76,657,305,29,3,29,3,657,29
Health,Asthma,Asthma-Related ER Visits,2017,55.22,"Census Tract 1958.03, Los Angeles County, California",195803,Silver Lake,1400000US06037195803,"(34.0824335, -118.277218)",Asthma_Related_ER_Visits_2017_1400000US06037195803,01/01/2017,147,147,146,143,144,209,76,76,1923,305,214,3,214,3,1923,214
Health,Asthma,Asthma-Related ER Visits,2017,34.66,"Census Tract 3017.02, Los Angeles County, California",301702,Glendale,1400000US06037301702,"(34.151432, -118.2700705)",Asthma_Related_ER_Visits_2017_1400000US06037301702,01/01/2017,214,214,216,220,220,86,38,38,108,15,92,15,92,15,108,92
Health,Asthma,Asthma-Related ER Visits,2014,20.48,"Census Tract 6506.04, Los Angeles County, California",650604,Torrance,1400000US06037650604,"(33.84034, -118.349129)",Asthma_Related_ER_Visits_2014_1400000US06037650604,01/01/2014,176,176,176,174,180,230,73,73,572,302,234,13,234,13,572,234
Health,Asthma,Asthma-Related ER Visits,2014,20.387852,"Census Tract 9201.06, Los Angeles County, California",920106,Unincorporated Santa Susana Mountains,1400000US06037920106,"(34.4431575, -118.666036)",Asthma_Related_ER_Visits_2014_1400000US06037920106,01/01/2014,119,119,125,122,126,238,,,1907,221,246,8,246,8,1907,246
Health,Asthma,Asthma-Related ER Visits,2017,42.89,"Census Tract 4052.03, Los Angeles County, California",405203,Baldwin Park,1400000US06037405203,"(34.076437, -117.956923)",Asthma_Related_ER_Visits_2017_1400000US06037405203,01/01/2017,69,70,69,68,68,20,70,70,315,331,20,10,20,10,315,20
Health,Asthma,Asthma-Related ER Visits,2017,46.83,"Census Tract 1131.01, Los Angeles County, California",113101,Chatsworth,1400000US06037113101,"(34.265338, -118.5882575)",Asthma_Related_ER_Visits_2017_1400000US06037113101,01/01/2017,164,164,165,162,168,45,76,76,1301,305,41,9,41,9,1301,41
Health,Asthma,Asthma-Related ER Visits,2014,37.157566,"Census Tract 9102.02, Los Angeles County, California",910202,Northwest Palmdale,1400000US06037910202,"(34.626194, -118.1788455)",Asthma_Related_ER_Visits_2014_1400000US06037910202,01/01/2014,185,185,185,197,189,162,,,2282,195,168,2,168,2,2282,168
Health,Asthma,Asthma-Related ER Visits,2017,70.31,"Census Tract 4025.01, Los Angeles County, California",402501,Pomona,1400000US06037402501,"(34.0547495, -117.7644575)",Asthma_Related_ER_Visits_2017_1400000US06037402501,01/01/2017,48,48,48,47,47,178,66,66,1279,324,184,7,184,7,1279,184
Health,Asthma,Asthma-Related ER Visits,2017,24.75,"Census Tract 4319, Los Angeles County, California",431900,Temple City,1400000US06037431900,"(34.1103835, -118.0601525)",Asthma_Related_ER_Visits_2017_1400000US06037431900,01/01/2017,78,80,80,79,79,226,8,8,2187,218,230,10,230,10,2187,230
Health,Asthma,Asthma-Related ER Visits,2017,66.51000000000001,"Census Tract 2014.01, Los Angeles County, California",201401,El Sereno,1400000US06037201401,"(34.0809785, -118.18591)",Asthma_Related_ER_Visits_2017_1400000US06037201401,01/01/2017,153,153,152,149,150,75,76,76,1864,305,79,4,79,4,1864,79
Health,Asthma,Asthma-Related ER Visits,2017,60.74,"Census Tract 2932.01, Los Angeles County, California",293201,Harbor Gateway,1400000US06037293201,"(33.831492, -118.3041515)",Asthma_Related_ER_Visits_2017_1400000US06037293201,01/01/2017,50,50,52,51,51,97,76,76,2333,305,101,5,101,5,2333,101
Health,Asthma,Asthma-Related ER Visits,2017,66.49,"Census Tract 2377.20, Los Angeles County, California",237720,Vermont Knolls,1400000US06037237720,"(33.9692975, -118.286182)",Asthma_Related_ER_Visits_2017_1400000US06037237720,01/01/2017,76,61,78,77,77,241,76,76,1253,305,247,12,247,12,1253,247
Health,Asthma,Asthma-Related ER Visits,2017,28.28,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,1400000US06037217001,"(34.0519395, -118.3873275)",Asthma_Related_ER_Visits_2017_1400000US06037217001,01/01/2017,90,90,91,90,90,163,76,76,1852,305,180,16,180,16,1852,180
Health,Asthma,Asthma-Related ER Visits,2017,54.5,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,1400000US06037224410,"(34.0343195, -118.2789565)",Asthma_Related_ER_Visits_2017_1400000US06037224410,01/01/2017,87,82,94,67,93,234,76,76,661,305,238,12,238,12,661,238
Health,Asthma,Asthma-Related ER Visits,2017,44.52,"Census Tract 5356.05, Los Angeles County, California",535605,South Gate,1400000US06037535605,"(33.948773, -118.2165205)",Asthma_Related_ER_Visits_2017_1400000US06037535605,01/01/2017,244,244,244,244,245,214,22,22,267,250,218,14,218,14,267,218
Health,Asthma,Asthma-Related ER Visits,2017,51.76,"Census Tract 1134.22, Los Angeles County, California",113422,Winnetka,1400000US06037113422,"(34.224085, -118.5821745)",Asthma_Related_ER_Visits_2017_1400000US06037113422,01/01/2017,216,216,218,222,222,271,76,76,1266,305,271,9,271,9,1266,271
Health,Asthma,Asthma-Related ER Visits,2017,84.98,"Census Tract 2969.02, Los Angeles County, California",296902,San Pedro,1400000US06037296902,"(33.7351435, -118.2945475)",Asthma_Related_ER_Visits_2017_1400000US06037296902,01/01/2017,20,20,19,19,19,199,76,76,251,305,207,5,207,5,251,207
Health,Asthma,Asthma-Related ER Visits,2014,17.16421,"Census Tract 6513.04, Los Angeles County, California",651304,Torrance,1400000US06037651304,"(33.8116915, -118.381965)",Asthma_Related_ER_Visits_2014_1400000US06037651304,01/01/2014,176,176,176,174,180,230,73,73,2207,302,234,13,234,13,2207,234
Health,Asthma,Asthma-Related ER Visits,2017,59.19,"Census Tract 5331.03, Los Angeles County, California",533103,Huntington Park,1400000US06037533103,"(33.976994, -118.2315295)",Asthma_Related_ER_Visits_2017_1400000US06037533103,01/01/2017,40,40,40,39,39,109,26,26,1104,192,116,14,116,14,1104,116
Health,Asthma,Asthma-Related ER Visits,2017,54.8,"Census Tract 5318, Los Angeles County, California",531800,East Los Angeles,1400000US06037531800,"(34.0189945, -118.137963)",Asthma_Related_ER_Visits_2017_1400000US06037531800,01/01/2017,43,43,42,41,41,69,,,133,220,73,4,73,4,133,73
Health,Asthma,Asthma-Related ER Visits,2014,93.08,"Census Tract 9006.05, Los Angeles County, California",900605,Lancaster,1400000US06037900605,"(34.7043045, -118.085977)",Asthma_Related_ER_Visits_2014_1400000US06037900605,01/01/2014,156,156,156,153,153,125,5,5,1057,194,132,2,132,2,1057,132
Health,Asthma,Asthma-Related ER Visits,2017,16.74,"Census Tract 4304, Los Angeles County, California",430400,Arcadia,1400000US06037430400,"(34.1624785, -118.0241555)",Asthma_Related_ER_Visits_2017_1400000US06037430400,01/01/2017,190,190,189,187,193,9,16,16,1041,232,10,10,10,10,1041,10
Health,Asthma,Asthma-Related ER Visits,2014,20.4,"Census Tract 9201.19, Los Angeles County, California",920119,Castaic,1400000US06037920119,"(34.4642225, -118.6428175)",Asthma_Related_ER_Visits_2014_1400000US06037920119,01/01/2014,238,238,238,239,238,39,,,1409,221,42,8,42,8,1409,42
Health,Asthma,Asthma-Related ER Visits,2017,33.6,"Census Tract 2734.02, Los Angeles County, California",273402,Venice,1400000US06037273402,"(33.99279828, -118.4770569)",Asthma_Related_ER_Visits_2017_1400000US06037273402,01/01/2017,16,16,16,16,16,240,76,76,241,305,245,16,245,16,241,245
Health,Asthma,Asthma-Related ER Visits,2017,38.83,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,1400000US06037208301,"(34.061991, -118.265842)",Asthma_Related_ER_Visits_2017_1400000US06037208301,01/01/2017,166,166,167,164,170,258,76,76,2159,305,258,3,258,3,2159,258
